F_6_2|R_6_2,3781
F_4_2|R_4_2,2962
F_8_2|R_8_2,2710
F_5_1|R_5_1,1831
F_3_1|R_3_1,1452
F_2_2|R_2_2,1081
F_1_1|R_1_1,799
F_7_1|R_7_1,616
no_match|R_2_2,45
no_match|R_6_2,35
no_match|R_8_2,34
no_match|R_6_2,29
no_match|R_8_2,25
F_6_2|no_match,23
no_match|R_6_2,21
F_4_2|no_match,20
no_match|R_4_2,18
F_8_2|no_match,18
no_match|R_4_2,16
no_match|R_8_2,16
no_match|R_8_2,16
no_match|R_6_2,14
F_8_2|no_match,12
no_match|R_4_2,11
no_match|R_6_2,10
no_match|R_5_1,9
F_1_1|no_match,9
F_7_1|no_match,9
no_match|R_4_2,9
F_4_2|no_match,8
no_match|R_3_1,8
no_match|R_8_2,8
no_match|R_5_1,8
no_match|R_4_2,8
no_match|R_4_2,8
no_match|R_2_2,7
F_1_1|no_match,7
no_match|R_4_2,7
no_match|R_1_1,7
no_match|R_5_1,7
no_match|R_5_1,7
no_match|R_5_1,7
F_6_2|no_match,7
no_match|R_8_2,6
no_match|R_1_1,6
no_match|R_5_1,6
no_match|R_8_2,6
no_match|R_4_2,6
F_4_2|no_match,6
no_match|R_6_2,6
no_match|R_6_2,6
no_match|R_5_1,6
no_match|R_2_2,6
no_match|R_5_1,5
F_5_1|no_match,5
no_match|R_3_1,5
F_2_2|no_match,5
no_match|R_2_2,5
no_match|R_6_2,5
no_match|R_4_2,5
no_match|R_4_2,5
F_4_2|no_match,5
F_5_1|no_match,5
no_match|R_7_1,5
no_match|R_8_2,5
no_match|R_2_2,5
F_5_1|no_match,5
no_match|R_5_1,5
no_match|R_4_2,5
no_match|R_4_2,5
F_3_1|no_match,5
F_6_2|no_match,5
F_2_2|no_match,5
no_match|R_6_2,5
no_match|R_6_2,4
no_match|R_6_2,4
F_5_1|no_match,4
F_8_2|no_match,4
F_1_1|no_match,4
no_match|R_4_2,4
F_8_2|no_match,4
F_8_2|no_match,4
no_match|R_2_2,4
F_5_1|no_match,4
no_match|R_8_2,4
no_match|R_8_2,4
no_match|R_4_2,4
no_match|R_4_2,4
no_match|R_4_2,4
no_match|R_3_1,4
no_match|R_6_2,4
F_8_2|no_match,4
F_1_1|no_match,4
F_4_2|no_match,4
F_3_1|no_match,4
no_match|R_6_2,4
no_match|R_1_1,4
no_match|R_8_2,4
F_4_2|no_match,4
no_match|R_4_2,4
no_match|R_1_1,4
no_match|R_8_2,4
F_8_2|no_match,4
no_match|R_6_2,3
no_match|R_2_2,3
no_match|R_8_2,3
no_match|R_6_2,3
F_6_2|no_match,3
F_6_2|no_match,3
no_match|R_4_2,3
no_match|R_8_2,3
no_match|R_6_2,3
no_match|R_6_2,3
no_match|R_2_2,3
F_7_1|no_match,3
F_6_2|R_8_2,3
F_8_2|no_match,3
F_4_2|no_match,3
no_match|R_2_2,3
no_match|R_5_1,3
no_match|R_6_2,3
no_match|R_7_1,3
F_6_2|no_match,3
F_3_1|no_match,3
F_6_2|no_match,3
no_match|R_5_1,3
F_8_2|no_match,3
no_match|R_6_2,3
F_6_2|no_match,3
F_8_2|no_match,3
no_match|R_6_2,3
no_match|R_4_2,3
no_match|R_5_1,3
no_match|R_6_2,3
F_6_2|no_match,3
F_8_2|no_match,3
no_match|R_6_2,3
F_5_1|no_match,3
F_5_1|no_match,3
no_match|R_1_1,3
no_match|R_1_1,3
no_match|R_2_2,3
no_match|R_4_2,3
no_match|R_3_1,3
F_7_1|no_match,3
F_4_2|no_match,3
no_match|R_3_1,3
F_5_1|no_match,3
no_match|R_1_1,3
no_match|R_2_2,3
no_match|R_6_2,3
F_2_2|no_match,3
F_7_1|no_match,3
no_match|R_8_2,3
F_5_1|no_match,3
F_8_2|no_match,3
no_match|R_4_2,3
F_4_2|no_match,3
F_5_1|no_match,3
F_4_2|no_match,3
F_8_2|no_match,3
F_8_2|no_match,3
no_match|R_6_2,3
F_8_2|no_match,3
F_6_2|no_match,3
no_match|R_2_2,3
no_match|R_4_2,2
no_match|R_4_2,2
no_match|R_4_2,2
no_match|R_4_2,2
F_4_2|no_match,2
F_3_1|no_match,2
F_8_2|no_match,2
F_8_2|no_match,2
F_1_1|no_match,2
F_6_2|no_match,2
no_match|R_6_2,2
no_match|R_3_1,2
no_match|R_8_2,2
no_match|R_1_1,2
F_8_2|no_match,2
F_8_2|no_match,2
F_1_1|no_match,2
F_2_2|no_match,2
F_2_2|no_match,2
no_match|R_5_1,2
F_8_2|no_match,2
no_match|R_6_2,2
no_match|R_8_2,2
F_4_2|no_match,2
no_match|R_6_2,2
F_3_1|no_match,2
no_match|R_7_1,2
no_match|R_5_1,2
no_match|R_8_2,2
no_match|R_5_1,2
no_match|R_3_1,2
no_match|R_4_2,2
no_match|R_8_2,2
no_match|R_6_2,2
F_5_1|no_match,2
F_3_1|no_match,2
no_match|R_7_1,2
F_4_2|no_match,2
no_match|R_4_2,2
F_8_2|no_match,2
no_match|R_1_1,2
F_6_2|no_match,2
no_match|R_6_2,2
no_match|R_8_2,2
no_match|R_4_2,2
F_4_2|no_match,2
no_match|R_8_2,2
F_1_1|no_match,2
no_match|R_6_2,2
no_match|R_8_2,2
no_match|R_8_2,2
F_6_2|no_match,2
F_4_2|no_match,2
no_match|R_4_2,2
F_2_2|no_match,2
no_match|R_6_2,2
no_match|R_4_2,2
F_7_1|no_match,2
no_match|R_3_1,2
no_match|R_4_2,2
no_match|R_8_2,2
F_2_2|no_match,2
F_8_2|no_match,2
no_match|R_8_2,2
F_8_2|no_match,2
no_match|R_5_1,2
no_match|R_3_1,2
F_6_2|no_match,2
no_match|R_7_1,2
no_match|R_4_2,2
no_match|R_3_1,2
F_5_1|no_match,2
no_match|R_5_1,2
F_6_2|no_match,2
no_match|R_1_1,2
no_match|R_4_2,2
F_6_2|no_match,2
F_6_2|no_match,2
F_4_2|no_match,2
no_match|R_4_2,2
no_match|R_8_2,2
F_6_2|no_match,2
no_match|R_8_2,2
F_3_1|no_match,2
F_5_1|no_match,2
no_match|R_4_2,2
no_match|R_8_2,2
no_match|R_2_2,2
F_8_2|no_match,2
F_4_2|no_match,2
no_match|R_8_2,2
no_match|R_2_2,2
no_match|R_6_2,2
no_match|R_8_2,2
no_match|R_6_2,2
no_match|R_8_2,2
F_8_2|no_match,2
F_1_1|no_match,2
F_6_2|no_match,2
F_5_1|no_match,2
no_match|R_5_1,2
F_6_2|no_match,2
F_6_2|no_match,2
F_2_2|no_match,2
no_match|R_3_1,2
no_match|R_6_2,2
F_8_2|no_match,2
F_8_2|no_match,2
no_match|R_5_1,2
no_match|R_4_2,2
no_match|R_5_1,2
no_match|R_8_2,2
F_6_2|no_match,2
F_8_2|no_match,2
F_2_2|no_match,2
no_match|R_5_1,2
no_match|R_3_1,2
F_4_2|no_match,2
no_match|R_1_1,2
no_match|R_2_2,1
no_match|R_1_1,1
no_match|R_8_2,1
F_5_1|no_match,1
no_match|R_5_1,1
no_match|no_match,1
no_match|R_1_1,1
no_match|R_2_2,1
F_8_2|no_match,1
no_match|R_5_1,1
no_match|R_5_1,1
no_match|R_4_2,1
no_match|R_4_2,1
no_match|R_5_1,1
no_match|no_match,1
no_match|R_5_1,1
no_match|R_4_2,1
no_match|R_5_1,1
no_match|no_match,1
no_match|R_4_2,1
no_match|R_5_1,1
no_match|R_6_2,1
no_match|R_4_2,1
no_match|R_5_1,1
no_match|R_5_1,1
no_match|R_4_2,1
no_match|R_6_2,1
no_match|R_4_2,1
no_match|R_1_1,1
F_4_2|no_match,1
no_match|R_5_1,1
F_5_1|no_match,1
no_match|R_2_2,1
no_match|no_match,1
F_5_1|no_match,1
no_match|R_4_2,1
F_8_2|no_match,1
no_match|R_2_2,1
no_match|R_1_1,1
no_match|no_match,1
no_match|R_6_2,1
no_match|R_6_2,1
F_2_2|no_match,1
F_3_1|no_match,1
F_5_1|no_match,1
no_match|R_3_1,1
no_match|R_2_2,1
no_match|R_6_2,1
no_match|R_8_2,1
no_match|R_7_1,1
no_match|R_3_1,1
no_match|R_5_1,1
F_5_1|no_match,1
no_match|no_match,1
no_match|R_6_2,1
no_match|R_4_2,1
no_match|no_match,1
no_match|R_2_2,1
no_match|R_2_2,1
no_match|R_8_2,1
no_match|R_8_2,1
no_match|R_5_1,1
no_match|R_6_2,1
no_match|R_2_2,1
no_match|R_4_2,1
F_3_1|no_match,1
F_5_1|no_match,1
no_match|no_match,1
no_match|R_4_2,1
no_match|R_3_1,1
no_match|R_8_2,1
no_match|R_1_1,1
no_match|no_match,1
no_match|R_6_2,1
no_match|R_2_2,1
no_match|R_1_1,1
no_match|R_6_2,1
no_match|R_6_2,1
no_match|no_match,1
no_match|R_6_2,1
no_match|R_6_2,1
no_match|no_match,1
no_match|R_2_2,1
no_match|R_2_2,1
no_match|R_7_1,1
no_match|R_3_1,1
no_match|R_2_2,1
no_match|R_1_1,1
no_match|no_match,1
no_match|R_1_1,1
F_1_1|no_match,1
F_2_2|no_match,1
no_match|R_4_2,1
no_match|R_3_1,1
no_match|R_6_2,1
no_match|R_5_1,1
no_match|R_8_2,1
no_match|R_6_2,1
no_match|no_match,1
no_match|R_8_2,1
no_match|R_2_2,1
no_match|R_3_1,1
no_match|R_3_1,1
no_match|R_8_2,1
F_6_2|no_match,1
F_8_2|no_match,1
no_match|R_2_2,1
F_2_2|no_match,1
F_8_2|no_match,1
no_match|R_6_2,1
no_match|R_6_2,1
F_6_2|no_match,1
F_3_1|no_match,1
F_5_1|no_match,1
F_8_2|no_match,1
F_7_1|no_match,1
no_match|R_3_1,1
no_match|R_8_2,1
F_5_1|no_match,1
F_1_1|no_match,1
F_6_2|no_match,1
F_1_1|no_match,1
F_2_2|no_match,1
F_8_2|no_match,1
no_match|R_1_1,1
no_match|R_6_2,1
no_match|R_8_2,1
F_6_2|no_match,1
F_5_1|no_match,1
F_7_1|no_match,1
no_match|R_5_1,1
no_match|R_7_1,1
no_match|R_4_2,1
no_match|R_8_2,1
no_match|R_1_1,1
no_match|R_7_1,1
no_match|R_8_2,1
no_match|R_8_2,1
F_5_1|no_match,1
F_2_2|no_match,1
F_3_1|no_match,1
F_4_2|no_match,1
no_match|R_6_2,1
no_match|R_8_2,1
F_4_2|no_match,1
F_4_2|no_match,1
no_match|R_6_2,1
no_match|no_match,1
F_6_2|no_match,1
no_match|R_6_2,1
F_6_2|no_match,1
no_match|R_8_2,1
F_7_1|no_match,1
F_8_2|no_match,1
no_match|R_7_1,1
no_match|no_match,1
no_match|R_6_2,1
no_match|R_4_2,1
F_5_1|no_match,1
no_match|R_2_2,1
no_match|R_3_1,1
F_4_2|no_match,1
no_match|R_8_2,1
no_match|R_3_1,1
no_match|no_match,1
F_7_1|no_match,1
F_4_2|no_match,1
no_match|R_1_1,1
F_3_1|no_match,1
no_match|no_match,1
no_match|no_match,1
F_3_1|no_match,1
F_3_1|no_match,1
F_3_1|no_match,1
no_match|R_6_2,1
no_match|R_6_2,1
no_match|no_match,1
no_match|R_2_2,1
F_3_1|no_match,1
no_match|no_match,1
no_match|R_3_1,1
no_match|R_6_2,1
no_match|R_3_1,1
no_match|R_3_1,1
no_match|R_7_1,1
no_match|no_match,1
no_match|no_match,1
no_match|R_3_1,1
no_match|R_5_1,1
no_match|no_match,1
no_match|R_3_1,1
no_match|R_5_1,1
no_match|no_match,1
no_match|R_2_2,1
F_4_2|no_match,1
no_match|R_1_1,1
no_match|R_1_1,1
no_match|R_6_2,1
F_4_2|no_match,1
no_match|R_8_2,1
no_match|R_6_2,1
no_match|R_6_2,1
no_match|R_5_1,1
no_match|R_4_2,1
no_match|no_match,1
no_match|R_5_1,1
no_match|no_match,1
no_match|R_4_2,1
no_match|R_5_1,1
no_match|R_1_1,1
no_match|R_5_1,1
no_match|R_6_2,1
no_match|no_match,1
no_match|R_8_2,1
no_match|R_4_2,1
F_5_1|no_match,1
no_match|R_3_1,1
no_match|R_8_2,1
no_match|no_match,1
F_4_2|no_match,1
F_7_1|no_match,1
no_match|R_7_1,1
no_match|R_8_2,1
no_match|R_8_2,1
no_match|R_8_2,1
no_match|no_match,1
no_match|R_8_2,1
F_6_2|no_match,1
no_match|R_8_2,1
F_8_2|no_match,1
no_match|R_7_1,1
no_match|no_match,1
no_match|R_8_2,1
no_match|R_4_2,1
F_6_2|no_match,1
no_match|R_6_2,1
F_5_1|no_match,1
no_match|no_match,1
no_match|R_2_2,1
no_match|R_4_2,1
no_match|R_5_1,1
no_match|R_6_2,1
F_8_2|no_match,1
F_6_2|no_match,1
no_match|no_match,1
F_8_2|no_match,1
no_match|R_3_1,1
F_3_1|no_match,1
F_5_1|no_match,1
no_match|R_8_2,1
no_match|R_7_1,1
F_8_2|no_match,1
no_match|no_match,1
F_8_2|no_match,1
no_match|R_7_1,1
no_match|R_5_1,1
no_match|R_5_1,1
F_4_2|no_match,1
no_match|R_4_2,1
no_match|R_8_2,1
no_match|R_5_1,1
no_match|R_6_2,1
F_8_2|no_match,1
no_match|R_8_2,1
F_5_1|no_match,1
no_match|R_6_2,1
F_8_2|no_match,1
no_match|R_5_1,1
no_match|R_6_2,1
F_8_2|no_match,1
F_2_2|no_match,1
F_7_1|no_match,1
no_match|no_match,1
no_match|R_5_1,1
no_match|R_8_2,1
F_5_1|no_match,1
no_match|R_4_2,1
no_match|R_8_2,1
no_match|R_6_2,1
no_match|no_match,1
F_3_1|no_match,1
F_5_1|no_match,1
F_5_1|no_match,1
no_match|no_match,1
F_3_1|no_match,1
F_5_1|no_match,1
F_8_2|no_match,1
F_1_1|no_match,1
F_2_2|no_match,1
F_3_1|no_match,1
F_5_1|no_match,1
no_match|R_3_1,1
no_match|no_match,1
F_8_2|no_match,1
no_match|no_match,1
F_5_1|no_match,1
no_match|R_1_1,1
F_1_1|no_match,1
F_1_1|no_match,1
no_match|no_match,1
F_8_2|no_match,1
